show_id,title,type,platform,primary_genre,imdb_rating,rotten_tomatoes_score,duration_minutes,release_year,hours_watched_million,engagement,score,release_period,total_titles,avg_imdb,avg_rt,total_hours_watched_million,avg_budget,total_awards
s11962,The Night Agent,TV Show,Amazon Prime Video,Reality TV,6.8,65,,2021,10,10,6.68,Recent,618,6.56,65.36,37974,,146
s11963,The Last Light,Movie,Netflix,Thriller,5.7,63,83.0,2013,35,35,5.94,Mid,1155,6.79,67.52,83691,20.39,367
s11964,The Witcher,TV Show,Amazon Prime Video,Comedy,7.6,70,,2013,2,2,7.36,Mid,2180,6.86,68.5,152111,20.3,694
s11965,In the Name of Love,Movie,Amazon Prime Video,Drama,5.9,54,88.0,2023,10,10,5.7,Recent,2832,6.82,67.28,188250,20.92,853
s11966,The Empress: Origins,TV Show,Apple TV+,Drama,7.3,65,,2023,661,661,6.98,Recent,2832,6.82,67.28,188250,20.92,853
s11967,The Last Witness,Movie,Amazon Prime Video,Drama,8.5,78,90.0,2021,21,21,8.22,Recent,2832,6.82,67.28,188250,20.92,853
s11968,The Last Summer,Movie,Hulu,Thriller,6.8,61,90.0,2026,9,9,6.52,Recent,1155,6.79,67.52,83691,20.39,367
s11969,Between Two Worlds,Movie,Peacock,Action,5.5,46,96.0,2001,0,0,5.14,Older,1078,6.78,67.18,72029,49.17,321
s11970,In the Heart of Winter,Movie,Netflix,Comedy,7.1,76,109.0,2022,14,14,7.3,Recent,2180,6.86,68.5,152111,20.3,694
s11971,The Night Agent,TV Show,Netflix,Drama,6.8,69,,2026,0,0,6.84,Recent,2832,6.82,67.28,188250,20.92,853
s11972,A Quiet Place,Movie,Disney+,Thriller,7.5,72,134.0,2021,1,1,7.38,Recent,1155,6.79,67.52,83691,20.39,367
s11973,Beyond Redemption,Movie,Apple TV+,Thriller,7.8,73,141.0,2026,5,5,7.6,Recent,1155,6.79,67.52,83691,20.39,367
s11974,Beyond Reality,Movie,Amazon Prime Video,Action,5.0,47,121.0,2001,78,78,4.88,Older,1078,6.78,67.18,72029,49.17,321
s11975,In the Heart of Winter,Movie,Netflix,Fantasy,4.5,41,107.0,2016,59,59,4.34,Recent,286,6.76,67.0,13827,49.88,83
s11976,The Last Summer,Movie,Amazon Prime Video,Horror,5.9,54,157.0,2024,1,1,5.7,Recent,519,6.55,64.52,39706,21.33,128
s11977,The Gentlemen: Origins,TV Show,Netflix,Drama,9.2,90,,2011,9,9,9.12,Mid,2832,6.82,67.28,188250,20.92,853
s11978,The Bear,TV Show,HBO Max,Documentary,7.2,66,,2018,45,45,6.96,Recent,1065,6.91,68.65,61809,3.64,360
s11979,The Last of Us,TV Show,Netflix,Thriller,7.9,84,,2016,0,0,8.1,Recent,1155,6.79,67.52,83691,20.39,367
s11980,Kingdom,TV Show,Hulu,Drama,6.3,59,,2016,9,9,6.14,Recent,2832,6.82,67.28,188250,20.92,853
s11981,Between Lines,Movie,Hulu,Animation,6.6,43,87.0,2001,15,15,5.68,Older,876,6.8,67.75,72738,52.61,267
s11982,The Witcher,TV Show,Amazon Prime Video,Reality TV,5.1,54,,2020,65,65,5.22,Recent,618,6.56,65.36,37974,,146
s11983,The Last Whisper,Movie,Apple TV+,Action,6.0,53,99.0,2008,14,14,5.72,Mid,1078,6.78,67.18,72029,49.17,321
s11984,The Last of Us: Return,TV Show,Hulu,Animation,5.6,69,,2025,9,9,6.12,Recent,876,6.8,67.75,72738,52.61,267
s11985,The Last Whisper,Movie,Netflix,Fantasy,6.7,64,124.0,1982,0,0,6.58,Older,286,6.76,67.0,13827,49.88,83
s11986,Between Lines,Movie,Apple TV+,Sci-Fi,5.4,69,109.0,2017,3,3,6.0,Recent,873,6.85,68.19,83711,48.59,303
s11987,Beyond Redemption,Movie,Disney+,Action,5.0,58,136.0,2023,2,2,5.32,Recent,1078,6.78,67.18,72029,49.17,321
s11988,Paradox,Movie,Disney+,Comedy,7.3,63,112.0,2000,10,10,6.9,Older,2180,6.86,68.5,152111,20.3,694
s11989,The Last Kingdom,Movie,Paramount+,Drama,7.1,82,77.0,2016,3,3,7.54,Recent,2832,6.82,67.28,188250,20.92,853
s11990,Beyond Reality,Movie,Netflix,Thriller,6.6,78,125.0,2019,1,1,7.08,Recent,1155,6.79,67.52,83691,20.39,367
s11991,The Sandman,TV Show,Hulu,Animation,5.4,61,,1984,6,6,5.68,Older,876,6.8,67.75,72738,52.61,267
s11992,In the Shadow of Giants,Movie,Disney+,Drama,8.9,89,119.0,2022,2,2,8.9,Recent,2832,6.82,67.28,188250,20.92,853
s11993,Between Lines,Movie,Hulu,Action,5.6,68,89.0,2002,30,30,6.08,Older,1078,6.78,67.18,72029,49.17,321
s11994,In the Shadow of Giants,Movie,Netflix,Crime,8.0,82,116.0,2014,26,26,8.08,Mid,1002,6.83,68.01,65679,20.92,261
s11995,The Last of Us,TV Show,Netflix,Comedy,8.4,92,,2020,156,156,8.72,Recent,2180,6.86,68.5,152111,20.3,694
s11996,The Empress,TV Show,Disney+,Crime,7.9,59,,2012,2,2,7.1,Mid,1002,6.83,68.01,65679,20.92,261
s11997,Ozark,TV Show,Amazon Prime Video,Comedy,6.3,56,,2022,10,10,6.02,Recent,2180,6.86,68.5,152111,20.3,694
s11998,A Broken Promise,Movie,Amazon Prime Video,Thriller,6.7,68,91.0,2025,4,4,6.74,Recent,1155,6.79,67.52,83691,20.39,367
s11999,Mr. Robot,TV Show,Netflix,Sci-Fi,4.5,41,,2020,4,4,4.34,Recent,873,6.85,68.19,83711,48.59,303
s12000,The Conductor,Movie,Disney+,Animation,5.5,48,122.0,1981,82,82,5.22,Older,876,6.8,67.75,72738,52.61,267
s12001,The Diplomat,TV Show,Netflix,Reality TV,8.2,70,,2004,53,53,7.72,Older,618,6.56,65.36,37974,,146
s12002,The Lincoln Lawyer: Return,TV Show,Hulu,Crime,4.8,54,,2011,11,11,5.04,Mid,1002,6.83,68.01,65679,20.92,261
s12003,Beyond the Silence,Movie,Peacock,Documentary,7.1,69,95.0,2020,160,160,7.02,Recent,1065,6.91,68.65,61809,3.64,360
s12004,Kingdom,TV Show,Disney+,Anime,7.1,70,,1999,26,26,7.06,Older,287,6.84,67.46,28260,,88
s12005,A Distant Memory,Movie,Hulu,Adventure,6.6,58,88.0,2013,3,3,6.28,Mid,332,6.86,67.9,29049,19.63,104
s12006,Between Lives,Movie,Hulu,Drama,8.2,86,115.0,2026,3,3,8.36,Recent,2832,6.82,67.28,188250,20.92,853
s12007,Mr. Robot,TV Show,Disney+,Game Show,5.8,53,,2026,6,6,5.6,Recent,139,6.78,66.91,8621,,32
s12008,The Last Whisper,Movie,Amazon Prime Video,Animation,5.7,57,105.0,2026,10,10,5.7,Recent,876,6.8,67.75,72738,52.61,267
s12009,Only Murders,TV Show,Netflix,Animation,5.4,52,,2016,11,11,5.32,Recent,876,6.8,67.75,72738,52.61,267
s12010,Severance: Uprising,TV Show,HBO Max,Crime,9.1,90,,2015,18,18,9.06,Mid,1002,6.83,68.01,65679,20.92,261
s12011,The Lincoln Lawyer: Revenge,TV Show,Hulu,Drama,5.5,53,,2017,175,175,5.42,Recent,2832,6.82,67.28,188250,20.92,853
s12012,The Morning Show,TV Show,Amazon Prime Video,Drama,6.4,65,,2025,0,0,6.44,Recent,2832,6.82,67.28,188250,20.92,853
s12013,Black Mirror,TV Show,Hulu,Animation,6.6,63,,2024,17,17,6.48,Recent,876,6.8,67.75,72738,52.61,267
s12014,Beyond Shadows,Movie,Peacock,Action,6.8,65,117.0,2018,13,13,6.68,Recent,1078,6.78,67.18,72029,49.17,321
s12015,The Last of Us: Legacy,TV Show,Disney+,Drama,7.2,75,,1983,1,1,7.32,Older,2832,6.82,67.28,188250,20.92,853
s12016,Vertigo,Movie,Netflix,Comedy,6.9,65,130.0,2020,8,8,6.74,Recent,2180,6.86,68.5,152111,20.3,694
s12017,Beyond the Horizon,Movie,HBO Max,Comedy,5.0,64,81.0,2026,27,27,5.56,Recent,2180,6.86,68.5,152111,20.3,694
s12018,When the Stars Fall,Movie,Netflix,Romance,7.4,84,118.0,2006,0,0,7.8,Mid,590,6.8,67.26,45855,19.1,187
s12019,The Empress,TV Show,Netflix,Reality TV,5.7,48,,2024,28,28,5.34,Recent,618,6.56,65.36,37974,,146
s12020,Between Two Worlds,Movie,Paramount+,Mystery,8.2,76,86.0,2003,23,23,7.96,Older,368,6.97,69.91,26928,18.61,156
s12021,The Witcher,TV Show,Netflix,Crime,8.0,72,,2023,7,7,7.68,Recent,1002,6.83,68.01,65679,20.92,261
s12022,When You Return,Movie,Amazon Prime Video,Drama,6.0,53,104.0,2023,2,2,5.72,Recent,2832,6.82,67.28,188250,20.92,853
s12023,The Last Witness,Movie,Paramount+,Adventure,7.2,84,89.0,2019,0,0,7.68,Recent,332,6.86,67.9,29049,19.63,104
s12024,The Bear,TV Show,Apple TV+,Comedy,9.8,94,,2010,150,150,9.64,Mid,2180,6.86,68.5,152111,20.3,694
s12025,Lupin,TV Show,Netflix,Kids,6.6,69,,2011,8,8,6.72,Mid,388,6.81,67.13,28861,,114
s12026,Bridgerton,TV Show,Netflix,Animation,6.9,68,,2013,25,25,6.86,Mid,876,6.8,67.75,72738,52.61,267
s12027,The Last Kingdom,Movie,Netflix,Romance,5.8,64,127.0,2003,1,1,6.04,Older,590,6.8,67.26,45855,19.1,187
s12028,Resurrection,Movie,Peacock,Documentary,7.0,63,92.0,2023,0,0,6.72,Recent,1065,6.91,68.65,61809,3.64,360
s12029,The Witcher,TV Show,Disney+,Crime,8.3,87,,2008,9,9,8.46,Mid,1002,6.83,68.01,65679,20.92,261
s12030,The Watchmaker,Movie,Amazon Prime Video,Drama,6.9,78,132.0,1981,283,283,7.26,Older,2832,6.82,67.28,188250,20.92,853
s12031,In the Heart of Winter,Movie,Amazon Prime Video,Crime,8.5,83,93.0,2024,967,967,8.42,Recent,1002,6.83,68.01,65679,20.92,261
s12032,Peaky Blinders: Uprising,TV Show,Netflix,Drama,7.9,79,,2004,0,0,7.9,Older,2832,6.82,67.28,188250,20.92,853
s12033,Severance,TV Show,Netflix,Drama,6.0,56,,2018,99,99,5.84,Recent,2832,6.82,67.28,188250,20.92,853
s12034,A Silent Echo,Movie,Hulu,Sci-Fi,7.6,80,122.0,2010,36,36,7.76,Mid,873,6.85,68.19,83711,48.59,303
s12035,Paradox,Movie,Hulu,Drama,6.4,56,116.0,2017,20,20,6.08,Recent,2832,6.82,67.28,188250,20.92,853
s12036,The Last Kingdom,Movie,Apple TV+,Action,7.8,87,115.0,2018,10,10,8.16,Recent,1078,6.78,67.18,72029,49.17,321
s12037,In the Shadow of Giants,Movie,Amazon Prime Video,Comedy,7.7,81,125.0,2022,176,176,7.86,Recent,2180,6.86,68.5,152111,20.3,694
s12038,Between Lives,Movie,HBO Max,Drama,8.2,79,118.0,2015,2,2,8.08,Mid,2832,6.82,67.28,188250,20.92,853
s12039,Beyond Forever,Movie,Netflix,Action,9.8,99,127.0,2023,188,188,9.84,Recent,1078,6.78,67.18,72029,49.17,321
s12040,When We Were Young,Movie,Netflix,Thriller,9.0,99,100.0,1991,2,2,9.36,Older,1155,6.79,67.52,83691,20.39,367
s12041,Shogun: Return,TV Show,Amazon Prime Video,Drama,6.5,62,,2016,0,0,6.38,Recent,2832,6.82,67.28,188250,20.92,853
s12042,When the Stars Fall,Movie,Amazon Prime Video,Documentary,6.8,79,103.0,2018,15,15,7.24,Recent,1065,6.91,68.65,61809,3.64,360
s12043,The Marvelous Mrs,TV Show,Netflix,Comedy,4.9,53,,2019,115,115,5.06,Recent,2180,6.86,68.5,152111,20.3,694
s12044,The Oracle,Movie,Netflix,Comedy,6.4,49,118.0,2003,5,5,5.8,Older,2180,6.86,68.5,152111,20.3,694
s12045,Between Lines,Movie,Crunchyroll,Drama,7.4,59,129.0,2000,0,0,6.8,Older,2832,6.82,67.28,188250,20.92,853
s12046,The Gentlemen,TV Show,Hulu,Crime,6.7,68,,2017,100,100,6.74,Recent,1002,6.83,68.01,65679,20.92,261
s12047,The Witcher,TV Show,Hulu,Talk Show,6.1,61,,2024,20,20,6.1,Recent,138,6.73,66.49,11180,,49
s12048,Stranger Things: Origins,TV Show,HBO Max,Kids,8.2,80,,2010,6,6,8.12,Mid,388,6.81,67.13,28861,,114
s12049,The Diplomat: Revenge,TV Show,JioCinema,Drama,7.4,77,,2018,1,1,7.52,Recent,2832,6.82,67.28,188250,20.92,853
s12050,The Marvelous Mrs,TV Show,JioCinema,Kids,6.4,73,,2020,27,27,6.76,Recent,388,6.81,67.13,28861,,114
s12051,A Broken Promise,Movie,Peacock,Mystery,7.8,88,93.0,2017,42,42,8.2,Recent,368,6.97,69.91,26928,18.61,156
s12052,Between Tomorrow and Never,Movie,HBO Max,Documentary,5.6,60,72.0,2021,454,454,5.76,Recent,1065,6.91,68.65,61809,3.64,360
s12053,Between Tomorrow and Never,Movie,Netflix,Sci-Fi,7.4,61,87.0,2024,3,3,6.88,Recent,873,6.85,68.19,83711,48.59,303
s12054,The Lincoln Lawyer,TV Show,Netflix,Sci-Fi,6.0,60,,2021,60,60,6.0,Recent,873,6.85,68.19,83711,48.59,303
s12055,Dark,TV Show,Apple TV+,Documentary,6.9,59,,2026,4,4,6.5,Recent,1065,6.91,68.65,61809,3.64,360
s12056,Labyrinth,Movie,Netflix,Comedy,7.2,82,132.0,2023,8,8,7.6,Recent,2180,6.86,68.5,152111,20.3,694
s12057,The Empress,TV Show,Peacock,Crime,7.0,60,,2022,32,32,6.6,Recent,1002,6.83,68.01,65679,20.92,261
s12058,A Distant Memory,Movie,Netflix,Crime,7.6,69,97.0,2021,7,7,7.32,Recent,1002,6.83,68.01,65679,20.92,261
s12059,Bridgerton,TV Show,Amazon Prime Video,Reality TV,6.5,63,,2026,6,6,6.42,Recent,618,6.56,65.36,37974,,146
s12060,The Last of Us,TV Show,Amazon Prime Video,Thriller,7.1,74,,2020,119,119,7.22,Recent,1155,6.79,67.52,83691,20.39,367
s12061,The Marvelous Mrs,TV Show,Netflix,Comedy,5.7,48,,2024,0,0,5.34,Recent,2180,6.86,68.5,152111,20.3,694
s12062,The Last Kingdom,Movie,Amazon Prime Video,Musical,4.4,38,136.0,2023,1,1,4.16,Recent,96,6.72,65.12,4813,21.48,34
s12063,Beyond Shadows,Movie,Netflix,Comedy,5.9,54,124.0,2023,0,0,5.7,Recent,2180,6.86,68.5,152111,20.3,694
s12064,In the Shadow of Giants,Movie,Hulu,Comedy,7.7,88,113.0,1999,10,10,8.14,Older,2180,6.86,68.5,152111,20.3,694
s12065,Beyond the Horizon,Movie,Amazon Prime Video,Horror,7.2,81,132.0,2023,110,110,7.56,Recent,519,6.55,64.52,39706,21.33,128
s12066,When the Stars Fall,Movie,Netflix,Action,7.5,83,90.0,2026,83,83,7.82,Recent,1078,6.78,67.18,72029,49.17,321
s12067,The Lincoln Lawyer,TV Show,Amazon Prime Video,Drama,6.6,76,,2024,0,0,7.0,Recent,2832,6.82,67.28,188250,20.92,853
s12068,Labyrinth,Movie,Netflix,Romance,4.7,43,106.0,2015,5,5,4.54,Mid,590,6.8,67.26,45855,19.1,187
s12069,The Recruit,TV Show,Peacock,Kids,8.0,71,,2020,14,14,7.64,Recent,388,6.81,67.13,28861,,114
s12070,The White Lotus,TV Show,HBO Max,Comedy,7.9,75,,2018,19,19,7.74,Recent,2180,6.86,68.5,152111,20.3,694
s12071,The Recruit,TV Show,Hulu,Comedy,6.8,65,,1987,6,6,6.68,Older,2180,6.86,68.5,152111,20.3,694
s12072,Only Murders,TV Show,Netflix,Drama,5.6,34,,2023,0,0,4.72,Recent,2832,6.82,67.28,188250,20.92,853
s12073,Beyond Forever,Movie,Paramount+,Horror,7.4,76,72.0,1990,5,5,7.48,Older,519,6.55,64.52,39706,21.33,128
s12074,The Astronaut,Movie,Hulu,Comedy,4.5,44,111.0,1997,1,1,4.46,Older,2180,6.86,68.5,152111,20.3,694
s12075,In the Depths of Night,Movie,Amazon Prime Video,Drama,6.5,64,111.0,2012,7,7,6.46,Mid,2832,6.82,67.28,188250,20.92,853
s12076,The Bear: Uprising,TV Show,JioCinema,Reality TV,7.1,77,,2019,38,38,7.34,Recent,618,6.56,65.36,37974,,146
s12077,The Empress,TV Show,Amazon Prime Video,Drama,6.5,61,,2023,4,4,6.34,Recent,2832,6.82,67.28,188250,20.92,853
s12078,The Gentlemen,TV Show,Disney+,Crime,7.3,77,,2020,4,4,7.46,Recent,1002,6.83,68.01,65679,20.92,261
s12079,The Diplomat: Origins,TV Show,Disney+,Reality TV,8.2,68,,2011,2,2,7.64,Mid,618,6.56,65.36,37974,,146
s12080,In the Heart of Winter,Movie,HBO Max,Drama,6.2,63,127.0,2023,1535,1535,6.24,Recent,2832,6.82,67.28,188250,20.92,853
s12081,The Queen's Gambit,Movie,Paramount+,Thriller,6.9,78,146.0,2026,1,1,7.26,Recent,1155,6.79,67.52,83691,20.39,367
s12082,Beyond the Horizon,Movie,Netflix,Horror,5.5,56,109.0,2009,20,20,5.54,Mid,519,6.55,64.52,39706,21.33,128
s12083,Labyrinth,Movie,Netflix,Adventure,5.8,60,100.0,2022,19,19,5.88,Recent,332,6.86,67.9,29049,19.63,104
s12084,The Hunter,Movie,JioCinema,Horror,5.4,58,91.0,2012,3,3,5.56,Mid,519,6.55,64.52,39706,21.33,128
s12085,Beyond Redemption,Movie,Paramount+,Romance,4.9,46,102.0,2025,20,20,4.78,Recent,590,6.8,67.26,45855,19.1,187
s12086,The Last Whisper,Movie,Netflix,Comedy,4.9,55,117.0,2022,3,3,5.14,Recent,2180,6.86,68.5,152111,20.3,694
s12087,Emily in Paris,TV Show,Hulu,Comedy,5.6,61,,2021,2,2,5.8,Recent,2180,6.86,68.5,152111,20.3,694
s12088,The Astronaut,Movie,Disney+,Romance,5.3,64,126.0,2024,0,0,5.74,Recent,590,6.8,67.26,45855,19.1,187
s12089,When You Return,Movie,Netflix,Adventure,5.8,57,136.0,2022,10,10,5.76,Recent,332,6.86,67.9,29049,19.63,104
s12090,Ozark: Uprising,TV Show,Netflix,Talk Show,6.8,82,,2025,59,59,7.36,Recent,138,6.73,66.49,11180,,49
s12091,Eclipse,Movie,Amazon Prime Video,Comedy,7.7,81,114.0,2021,51,51,7.86,Recent,2180,6.86,68.5,152111,20.3,694
s12092,The Last Dance,Movie,Netflix,Thriller,5.4,60,110.0,1989,36,36,5.64,Older,1155,6.79,67.52,83691,20.39,367
s12093,In the Name of Love,Movie,Disney+,Horror,6.4,66,119.0,2003,1,1,6.48,Older,519,6.55,64.52,39706,21.33,128
s12094,The Witcher: Return,TV Show,Netflix,Reality TV,6.2,62,,2023,1,1,6.2,Recent,618,6.56,65.36,37974,,146
s12095,The Oracle,Movie,Paramount+,Action,6.6,68,99.0,2016,274,274,6.68,Recent,1078,6.78,67.18,72029,49.17,321
s12096,The Last Summer,Movie,Netflix,Drama,6.9,71,156.0,2022,3,3,6.98,Recent,2832,6.82,67.28,188250,20.92,853
s12097,The Last Witness,Movie,Peacock,Drama,7.2,65,101.0,2011,39,39,6.92,Mid,2832,6.82,67.28,188250,20.92,853
s12098,Reacher,TV Show,Disney+,Kids,6.6,70,,2015,3,3,6.76,Mid,388,6.81,67.13,28861,,114
s12099,Bridgerton,TV Show,Disney+,Kids,6.8,65,,2022,1,1,6.68,Recent,388,6.81,67.13,28861,,114
s12100,The Morning Show: Uprising,TV Show,Netflix,Comedy,6.3,57,,2018,5,5,6.06,Recent,2180,6.86,68.5,152111,20.3,694
s12101,Kingdom,TV Show,Amazon Prime Video,Drama,5.8,64,,2020,1,1,6.04,Recent,2832,6.82,67.28,188250,20.92,853
s12102,Beyond Shadows,Movie,HBO Max,Action,7.6,92,76.0,2022,0,0,8.24,Recent,1078,6.78,67.18,72029,49.17,321
s12103,In the Depths of Night,Movie,Hulu,Animation,6.5,59,87.0,2017,34,34,6.26,Recent,876,6.8,67.75,72738,52.61,267
s12104,Between Tomorrow and Never,Movie,Hulu,Comedy,5.4,50,99.0,2016,45,45,5.24,Recent,2180,6.86,68.5,152111,20.3,694
s12105,The Empress,TV Show,Paramount+,Comedy,7.2,71,,2019,58,58,7.16,Recent,2180,6.86,68.5,152111,20.3,694
s12106,Between Lives,Movie,Netflix,Adventure,8.3,99,149.0,2001,1,1,8.94,Older,332,6.86,67.9,29049,19.63,104
s12107,In the Shadow of Giants,Movie,Amazon Prime Video,Drama,6.9,51,114.0,2013,1,1,6.18,Mid,2832,6.82,67.28,188250,20.92,853
s12108,The Last of Us,TV Show,Disney+,Sci-Fi,5.5,49,,2025,12,12,5.26,Recent,873,6.85,68.19,83711,48.59,303
s12109,Eclipse,Movie,Amazon Prime Video,Romance,6.6,59,86.0,2025,17,17,6.32,Recent,590,6.8,67.26,45855,19.1,187
s12110,The Empress,TV Show,Disney+,Reality TV,5.2,44,,2018,48,48,4.88,Recent,618,6.56,65.36,37974,,146
s12111,Echoes,Movie,Netflix,Action,6.2,55,136.0,2000,30,30,5.92,Older,1078,6.78,67.18,72029,49.17,321
s12112,The Recruit,TV Show,Netflix,Drama,6.6,65,,1980,3,3,6.56,,2832,6.82,67.28,188250,20.92,853
s12113,The White Lotus,TV Show,HBO Max,Drama,7.9,81,,2018,7,7,7.98,Recent,2832,6.82,67.28,188250,20.92,853
s12114,Ozark: Legacy,TV Show,JioCinema,Crime,6.3,67,,2017,1,1,6.46,Recent,1002,6.83,68.01,65679,20.92,261
s12115,A Distant Memory,Movie,Amazon Prime Video,Horror,7.6,81,61.0,1997,118,118,7.8,Older,519,6.55,64.52,39706,21.33,128
s12116,A Quiet Place,Movie,Netflix,Sci-Fi,8.1,64,104.0,2022,5,5,7.42,Recent,873,6.85,68.19,83711,48.59,303
s12117,The Empress,TV Show,HBO Max,Drama,7.4,83,,2020,1,1,7.76,Recent,2832,6.82,67.28,188250,20.92,853
s12118,Beyond Shadows,Movie,Netflix,Comedy,7.3,66,93.0,2022,0,0,7.02,Recent,2180,6.86,68.5,152111,20.3,694
s12119,A Quiet Place,Movie,Amazon Prime Video,Thriller,6.9,77,97.0,2016,458,458,7.22,Recent,1155,6.79,67.52,83691,20.39,367
s12120,The Sandman: Uprising,TV Show,Amazon Prime Video,Reality TV,5.5,51,,1984,0,0,5.34,Older,618,6.56,65.36,37974,,146
s12121,Between Us,Movie,Netflix,Thriller,7.0,56,114.0,2017,1,1,6.44,Recent,1155,6.79,67.52,83691,20.39,367
s12122,The Lincoln Lawyer,TV Show,Apple TV+,Sci-Fi,6.8,79,,2016,1,1,7.24,Recent,873,6.85,68.19,83711,48.59,303
s12123,A Broken Promise,Movie,Peacock,Sci-Fi,6.3,59,122.0,2021,487,487,6.14,Recent,873,6.85,68.19,83711,48.59,303
s12124,The Last Journey,Movie,Peacock,Drama,6.0,58,106.0,2019,15,15,5.92,Recent,2832,6.82,67.28,188250,20.92,853
s12125,Between Lines,Movie,Hulu,Thriller,7.2,72,71.0,1996,19,19,7.2,Older,1155,6.79,67.52,83691,20.39,367
s12126,Revelation,Movie,Netflix,Drama,6.5,58,60.0,1996,1,1,6.22,Older,2832,6.82,67.28,188250,20.92,853
s12127,The Watchmaker,Movie,Apple TV+,Thriller,7.3,77,153.0,2024,1,1,7.46,Recent,1155,6.79,67.52,83691,20.39,367
s12128,A Silent Echo,Movie,HBO Max,Adventure,6.9,69,89.0,2023,942,942,6.9,Recent,332,6.86,67.9,29049,19.63,104
s12129,Peaky Blinders,TV Show,Disney+,Animation,7.9,65,,2022,1,1,7.34,Recent,876,6.8,67.75,72738,52.61,267
s12130,A Silent Echo,Movie,Amazon Prime Video,Comedy,8.4,88,91.0,2020,5,5,8.56,Recent,2180,6.86,68.5,152111,20.3,694
s12131,The Last Light,Movie,Amazon Prime Video,Drama,7.4,71,97.0,2026,1307,1307,7.28,Recent,2832,6.82,67.28,188250,20.92,853
s12132,Narcos,TV Show,HBO Max,Drama,6.4,72,,2020,11,11,6.72,Recent,2832,6.82,67.28,188250,20.92,853
s12133,In the Heart of Winter,Movie,HBO Max,Adventure,8.2,83,94.0,2010,13,13,8.24,Mid,332,6.86,67.9,29049,19.63,104
s12134,Dark: Uprising,TV Show,Apple TV+,Game Show,7.6,73,,2021,0,0,7.48,Recent,139,6.78,66.91,8621,,32
s12135,The White Lotus: Origins,TV Show,Amazon Prime Video,Crime,7.3,75,,2026,1,1,7.38,Recent,1002,6.83,68.01,65679,20.92,261
s12136,Bridgerton,TV Show,Paramount+,Thriller,6.3,64,,2024,1,1,6.34,Recent,1155,6.79,67.52,83691,20.39,367
s12137,The Lincoln Lawyer,TV Show,Netflix,Documentary,7.3,77,,2024,9,9,7.46,Recent,1065,6.91,68.65,61809,3.64,360
s12138,The Empress,TV Show,Peacock,Animation,6.9,74,,2026,0,0,7.1,Recent,876,6.8,67.75,72738,52.61,267
s12139,The Diplomat,TV Show,Amazon Prime Video,Comedy,6.5,58,,2026,41,41,6.22,Recent,2180,6.86,68.5,152111,20.3,694
s12140,The Night Agent,TV Show,Apple TV+,Reality TV,5.3,53,,2023,9,9,5.3,Recent,618,6.56,65.36,37974,,146
s12141,In the Heart of Winter,Movie,Netflix,Comedy,8.3,82,97.0,2009,58,58,8.26,Mid,2180,6.86,68.5,152111,20.3,694
s12142,The Pilgrim,Movie,Disney+,Comedy,7.6,79,60.0,2015,9,9,7.72,Mid,2180,6.86,68.5,152111,20.3,694
s12143,A Dark Mirror,Movie,Netflix,Drama,7.8,82,117.0,2018,144,144,7.96,Recent,2832,6.82,67.28,188250,20.92,853
s12144,In the Shadow of Giants,Movie,Netflix,Mystery,5.3,59,111.0,2021,7,7,5.54,Recent,368,6.97,69.91,26928,18.61,156
s12145,Between Lines,Movie,Hulu,Comedy,6.5,61,95.0,2016,6,6,6.34,Recent,2180,6.86,68.5,152111,20.3,694
s12146,Fallout: Revenge,TV Show,Netflix,Comedy,5.4,52,,2026,15,15,5.32,Recent,2180,6.86,68.5,152111,20.3,694
s12147,A Silent Echo,Movie,Paramount+,Action,6.2,57,108.0,2021,11,11,6.0,Recent,1078,6.78,67.18,72029,49.17,321
s12148,In the Name of Love,Movie,Amazon Prime Video,Adventure,6.7,61,103.0,2026,344,344,6.46,Recent,332,6.86,67.9,29049,19.63,104
s12149,The Sandman,TV Show,Netflix,Drama,8.3,77,,2012,29,29,8.06,Mid,2832,6.82,67.28,188250,20.92,853
s12150,Paradox,Movie,Netflix,Action,7.6,82,87.0,2021,0,0,7.84,Recent,1078,6.78,67.18,72029,49.17,321
s12151,Kingdom,TV Show,Amazon Prime Video,Drama,6.0,37,,1996,1,1,5.08,Older,2832,6.82,67.28,188250,20.92,853
s12152,A Fragile Heart,Movie,HBO Max,War,6.0,61,71.0,2024,6,6,6.04,Recent,102,6.88,68.19,7395,18.04,32
s12153,In the Depths of Night,Movie,Amazon Prime Video,Drama,5.9,51,106.0,2023,2,2,5.58,Recent,2832,6.82,67.28,188250,20.92,853
s12154,The Queen's Gambit,Movie,Netflix,Drama,7.0,53,125.0,1980,12,12,6.32,,2832,6.82,67.28,188250,20.92,853
s12155,Wednesday: Uprising,TV Show,Disney+,Thriller,7.7,76,,2025,3,3,7.66,Recent,1155,6.79,67.52,83691,20.39,367
s12156,The Last Whisper,Movie,Amazon Prime Video,Romance,6.0,54,121.0,2015,16,16,5.76,Mid,590,6.8,67.26,45855,19.1,187
s12157,Between Lines,Movie,Amazon Prime Video,Thriller,4.9,44,124.0,2002,3,3,4.7,Older,1155,6.79,67.52,83691,20.39,367
s12158,The Last Summer,Movie,Amazon Prime Video,Action,7.5,71,110.0,2022,3,3,7.34,Recent,1078,6.78,67.18,72029,49.17,321
s12159,The Recruit,TV Show,Amazon Prime Video,Documentary,6.8,60,,2024,110,110,6.48,Recent,1065,6.91,68.65,61809,3.64,360
